ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default.payment.next.month
24946,150000,1,1,2,39,-2,-1,-1,-1,-2,-2,8766,5950,5890,1010,1000,0,0,0,0,0,0,0,0
24947,180000,1,2,2,37,0,0,0,0,0,0,62140,5311,65729,4657,68709,3500,70465,3650,72335,3800,74807,3500,0
24948,120000,1,1,1,43,-1,-1,-1,-1,-2,-1,165,0,0,788,788,0,0,0,0,495,495,0,0
24949,2.00E+05,1,1,1,42,0,0,2,0,0,0,125722,12400,134514,0,130952,5000,132290,29160,159160,6500,162928,15044,0
24950,130000,1,1,2,43,0,0,0,0,0,0,121816,6000,124223,6000,62318,3000,64214,2000,44840,2000,45969,2000,0
24951,50000,1,2,1,35,1,2,0,0,2,0,45442,0,44411,1900,45596,3300,48089,0,46790,1558,46982,1833,0
24952,430000,1,1,1,35,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,2178,2178,2125,0
24953,30000,1,2,2,30,0,-1,0,0,0,0,30210,28000,27826,1600,28672,1500,29622,1000,30271,1000,24536,1000,1
24954,60000,1,2,2,30,0,0,0,0,0,0,4419,1500,5683,1300,6733,1200,7662,1000,8529,1500,9884,800,1
24955,180000,1,1,2,29,-1,-1,-1,-1,-1,-1,1430,1785,1785,435,435,2145,2145,3090,3090,4165,4165,16828,0
24956,360000,1,3,2,31,1,-1,2,-1,0,0,0,238,238,0,238,3730,3730,200,3930,0,3930,0,0
24957,60000,1,2,2,31,0,0,0,0,-1,0,53954,5000,57469,5000,37861,25500,60993,3000,2343,6000,6707,5000,0
24958,1.00E+05,1,1,2,31,-1,-1,-1,-1,-1,-1,3746,12077,11973,13210,13139,7192,7170,386,386,1621,1617,4366,0
24959,80000,1,2,2,48,0,0,0,0,0,0,74349,3400,75524,4000,77448,2000,48108,2000,39104,1423,39526,2200,0
24960,240000,1,1,2,34,0,0,2,-1,-1,0,30851,10000,40286,14,38008,9497,9497,9124,9124,2000,7128,1200,0
24961,40000,1,1,2,35,-2,-2,-2,-2,-2,-2,0,2277,2277,1521,1521,0,0,2483,2483,1396,1396,1350,0
24962,80000,1,2,2,35,0,0,0,0,0,0,77298,2515,71051,3000,71239,6000,75710,3008,63977,2000,43385,0,0
24963,120000,1,1,1,48,2,-1,-1,-1,-1,-1,360,360,360,360,360,360,360,150,150,870,870,510,1
24964,280000,1,4,1,42,-1,-1,-1,0,-1,-1,11847,10252,10232,13488,13454,5572,5549,1263,1260,26398,26271,5823,0
24965,210000,1,1,1,41,-2,-2,-2,-2,-2,-2,2361,652,652,401,401,63,63,684,684,0,0,0,0
24966,70000,1,2,2,38,0,0,0,0,0,0,48421,2006,49620,1362,49976,1268,20882,587,16401,766,16903,1000,0
24967,160000,1,1,2,37,2,2,2,2,0,0,63043,6079,67460,3064,68554,0,66841,10000,74763,15000,87692,0,1
24968,260000,1,5,1,47,-1,-1,-1,-1,-1,-1,3469,1579,1579,879,879,697,697,396,396,3635,3635,5964,0
24969,1.00E+05,1,1,2,37,2,2,0,0,2,2,38604,0,37688,2000,38780,5800,43592,1540,44117,1900,45165,1700,1
24970,80000,1,2,2,36,2,2,2,0,0,0,48751,2200,49853,0,48781,2500,50170,2500,51237,2100,52360,2000,1
24971,140000,1,2,1,44,1,-1,-1,-1,0,-1,0,1384,1384,0,-12,1912,1900,0,664,1085,1085,0,0
24972,1.00E+05,1,2,2,40,-2,-2,-2,-2,-2,-2,8853,0,-1000,10389,389,10051,10049,1051,1049,1051,1049,1051,0
24973,50000,1,1,1,37,0,0,0,-2,-2,-2,29294,2000,30400,500,0,0,0,0,0,0,0,0,0
24974,20000,1,2,2,35,2,2,3,2,0,0,15087,1600,16133,1600,17174,0,16605,1000,17029,700,17305,1000,0
24975,240000,1,1,1,35,0,0,0,0,0,0,188964,8000,183744,6017,168683,6900,155064,5250,148969,5400,148619,6200,0
24976,90000,1,2,1,44,0,0,0,0,0,0,16420,1300,17441,1313,18467,1400,19554,800,20028,1000,20704,800,0
24977,420000,1,2,1,38,0,0,0,0,0,0,293402,10433,297672,12000,304702,13302,311889,7002,182087,6500,185152,7000,0
24978,5.00E+05,1,2,2,33,0,0,0,0,0,0,134558,5185,134503,20031,114682,20029,124240,20058,131006,20127,137911,10000,0
24979,350000,1,1,2,33,-2,-2,-2,-1,0,0,6015,8797,8751,691,686,238241,430667,1009,161089,596,119339,10356,0
24980,50000,1,2,1,43,0,0,0,0,0,0,39722,1700,40759,3000,43096,2350,44151,1000,3361,286,3593,1000,0
24981,80000,1,1,2,40,-1,-1,0,0,0,0,1068,37200,37102,2000,38112,3000,40079,2000,41040,3000,42994,2000,0
24982,2.00E+05,1,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
24983,240000,1,1,1,43,0,0,0,0,0,2,67120,2200,68473,2263,69899,2930,71946,5000,75425,0,74377,3000,0
24984,30000,1,2,2,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
24985,50000,1,3,0,39,0,0,0,0,0,0,31514,1710,32346,1787,26223,1295,25791,825,19476,684,19066,784,0
24986,290000,1,2,1,46,0,0,-1,0,0,-1,31824,1529,20578,13505,13505,6000,13386,5000,12536,6000,5850,0,0
24987,20000,1,3,1,38,0,0,-1,0,0,0,17860,1400,11627,19648,19648,1307,18459,672,18824,698,19220,718,0
24988,330000,1,2,1,45,0,0,0,0,0,0,86916,3135,87548,3285,89421,3221,91115,3247,92935,3317,91584,3555,0
24989,10000,1,1,2,36,1,2,3,2,0,0,8803,2620,10926,0,10425,0,9919,400,9825,1100,10581,0,1
24990,370000,1,1,1,45,0,0,0,0,0,0,123485,10000,129885,7000,134782,10000,141002,7000,145637,6000,149281,6000,0
24991,80000,1,1,2,43,0,0,0,0,0,0,84437,3093,85065,8000,77727,3000,73713,3000,74328,3000,75649,4000,0
24992,340000,1,2,1,40,0,0,0,0,0,0,147943,5169,144543,5333,146603,5366,149519,5550,151697,7000,154499,915,0
24993,5.00E+05,1,1,1,31,1,-2,-2,-2,-1,0,0,0,0,0,0,0,0,881,881,0,881,0,1
24994,460000,1,1,1,49,0,0,0,0,0,0,293429,13200,295998,14000,295807,11500,291616,10500,289529,10500,289449,10000,0
24995,50000,1,2,2,43,0,0,0,0,0,0,46594,1768,47585,2070,48887,1280,49097,616,17203,636,17562,640,1
24996,160000,1,6,1,44,0,0,0,0,0,0,151394,5500,153702,7054,156778,6511,148292,4500,115841,4500,116972,4500,0
24997,80000,1,2,1,47,2,2,2,0,0,2,68250,6325,73424,0,71691,2612,72507,5520,76841,0,74336,2998,1
24998,210000,1,3,2,48,0,0,0,0,-1,-1,200822,11477,206893,3658,94347,0,-342,1000,658,1800,1758,14015,0
24999,30000,1,3,1,35,0,0,0,0,0,0,28486,2000,28182,3000,26168,5000,23119,3000,23268,7000,29327,1156,0
25000,30000,1,2,2,37,0,0,0,0,-1,0,31404,1500,32302,1476,27951,1000,28475,31000,29085,1000,26810,995,1
25001,410000,1,1,1,38,-1,-1,-1,-1,-2,-2,499,0,0,35509,35509,0,0,0,0,0,0,0,0
25002,260000,1,2,2,35,0,0,0,0,0,0,493411,12325,400108,6633,297313,6889,276948,1025,2378,2047,-2709,194102,1
25003,50000,1,2,1,40,0,0,0,0,0,0,50536,1200,9853,4000,11353,2000,12143,2000,11753,1000,11922,1000,0
25004,360000,1,3,1,37,-1,-1,-1,-2,-2,-2,1090,303,303,0,0,0,0,0,0,0,0,860,0
25005,50000,1,3,1,49,0,0,0,0,0,0,48584,2000,49070,5000,50076,2305,48995,3000,19780,559,15102,3000,0
25006,220000,1,1,1,40,-1,2,-1,-1,2,0,1208,0,534,538,212,3089,2886,1630,3794,2000,4673,2000,0
25007,30000,1,3,2,50,2,2,0,0,0,0,53237,0,46868,1800,42397,2200,38569,1400,33570,2000,19895,30000,1
25008,230000,1,2,2,50,1,2,0,0,0,0,23674,0,23027,2000,24185,1435,25238,5000,29803,5000,34312,6000,1
25009,20000,1,3,1,50,1,5,4,5,4,3,18378,0,17797,2000,19225,0,18644,0,18063,0,17491,0,0
25010,5.00E+05,1,2,1,45,-1,-1,-1,-1,-1,-1,102690,15599,15518,19001,18909,31603,31449,8289,8253,25832,25707,2357,0
25011,50000,1,1,2,34,0,0,2,0,0,2,33499,3800,36742,0,35875,1500,36501,300,21764,0,1723,150,0
25012,440000,1,2,1,49,-2,-2,-2,-2,-2,-2,942,2002,2002,2942,2942,2948,2948,0,0,942,942,1000,0
25013,140000,1,1,1,50,0,0,0,0,0,0,83957,5000,87160,4000,89365,3618,91005,5481,94651,5000,97132,5000,0
25014,480000,1,1,1,49,-2,-2,-2,-2,-2,-2,63701,0,-220,39149,38929,344261,339176,33312,33146,37511,37337,31383,0
25015,20000,1,2,2,53,0,0,0,0,0,0,17053,2219,18952,2000,15732,2000,17330,1000,17150,1000,18150,0,1
25016,170000,1,2,1,52,3,2,2,-2,-1,-1,2184,0,1990,0,0,0,0,3955,3955,1278,1278,1316,0
25017,260000,1,2,1,54,0,0,0,0,0,0,212197,7534,212185,8201,212584,7633,213851,7436,215362,7879,214879,8727,0
25018,140000,1,1,2,50,-1,2,-1,-1,-1,-1,780,0,780,390,390,0,0,780,780,390,390,0,1
25019,1.00E+05,1,3,1,49,0,0,-2,-2,-2,-2,33333,0,0,0,0,0,0,0,0,0,0,0,0
25020,220000,1,3,1,65,-1,-1,-1,-1,-1,-1,1193,1525,1525,3470,3067,1771,1771,2333,2326,390,390,2361,0
25021,160000,1,3,1,61,-1,-1,-1,-1,0,-1,390,390,390,390,390,780,780,0,390,390,390,390,0
25022,20000,1,2,1,50,0,0,-1,-1,-1,-1,17020,1000,13161,3851,3851,6061,6061,7058,7058,2840,5680,6380,0
25023,210000,1,3,1,50,-1,-1,-1,-1,-1,-1,4137,390,390,390,390,4962,4962,0,0,780,780,6668,1
25024,60000,1,3,1,50,-2,-2,-2,-1,-1,-2,1400,373,373,1299,1299,1172,1170,600,600,510,510,600,0
25025,190000,1,1,1,50,2,2,2,2,2,2,36137,1900,37143,1800,38051,1700,38827,1600,39488,1500,40208,1600,1
25026,5.00E+05,1,1,2,51,0,0,0,0,0,0,79461,3000,75952,3000,77726,4000,79494,5000,83150,4000,85805,4000,0
25027,20000,1,2,2,50,0,0,2,0,0,0,8639,2000,10483,1000,11016,1500,12027,500,12030,700,12535,700,0
25028,460000,1,1,1,51,1,2,0,0,0,0,179442,4,158458,7506,145081,5024,130967,2572,118659,2005,15322,21559,0
25029,460000,1,3,1,61,0,-1,-1,-1,-1,-1,10643,1600,1547,1800,1670,6500,6425,5000,4897,5000,8401,4500,0
25030,3.00E+05,1,3,1,56,0,0,0,0,0,0,282506,20024,281606,20035,261216,6610,156521,20000,120769,4000,110093,4200,0
25031,490000,1,2,1,57,0,0,0,0,0,0,59056,2153,60236,3000,62268,2112,63264,2124,62928,6004,66334,3024,0
25032,90000,1,2,1,58,0,0,0,0,0,0,93737,3600,85818,5100,88988,2200,50780,2200,50929,1944,48735,2200,0
25033,70000,1,3,1,55,2,2,2,2,2,2,20205,3000,22856,0,22202,2500,24326,0,23636,2100,25350,1100,1
25034,20000,1,2,1,55,0,0,0,0,0,0,16734,1300,17748,1314,18384,1296,18976,665,18955,710,18983,693,1
25035,20000,1,2,1,61,-1,2,-1,-1,-2,-1,1480,0,390,780,780,0,0,2000,390,1170,390,1320,0
25036,10000,1,3,2,61,0,0,0,0,0,0,7700,1293,8595,1235,9273,1000,9774,199,9973,193,9638,197,1
25037,420000,1,1,1,53,-1,-1,-1,-1,-1,-1,1936,3489,3473,12290,12230,13749,13682,1706,1695,714,712,584,0
25038,2.00E+05,1,2,1,54,-1,-1,-1,-1,-1,-1,10755,10120,9981,7852,7843,6336,6335,4622,4616,7956,7956,5499,0
25039,5.00E+05,1,1,2,58,0,0,0,0,0,0,201013,8366,197982,12063,137786,8031,129575,16114,135483,10091,118851,15123,0
25040,150000,1,1,1,55,0,0,0,0,0,0,142904,5200,144527,7200,149386,4800,149031,2730,78284,2750,76500,2800,0
25041,50000,1,3,2,58,0,0,0,0,0,0,46190,2000,44450,20266,50266,1300,19729,700,20149,700,19593,700,0
25042,180000,1,2,1,63,0,0,0,0,0,0,47932,2087,48922,2200,50035,1846,50749,2000,51903,1923,52991,2000,0
25043,20000,1,2,2,52,0,0,0,2,2,-2,13874,1238,14488,2559,16029,0,15470,0,0,0,0,0,0
25044,150000,1,2,1,52,2,2,2,2,2,0,131953,8100,136386,8100,140830,9000,146050,0,142241,5578,145559,5304,1
25045,50000,1,3,1,60,1,2,0,0,0,0,52198,0,50062,2310,50284,1766,50740,1201,30175,1232,30407,1199,0
25046,130000,1,2,1,54,0,0,0,0,0,0,129049,3000,63099,2100,57700,2500,53308,2100,48722,2100,48831,1500,0
25047,370000,1,1,2,52,0,0,0,0,0,0,242132,5600,130404,3000,65225,2000,41922,3000,37565,500,28830,4019,0
25048,360000,1,2,1,58,-1,-1,-1,-1,-2,-1,30155,10541,10508,7600,7575,3049,3026,1138,1133,3414,3408,24952,1
25049,1.00E+05,1,3,1,54,0,0,0,0,5,4,37082,10000,46041,15000,59526,15000,72823,0,71105,0,69424,0,1
25050,50000,1,3,2,54,0,0,0,0,0,0,75804,2785,76799,3068,78692,2309,79543,694,19738,716,19759,808,0
25051,2.00E+05,1,3,2,61,0,0,-1,-1,-1,-1,3030,7007,7277,6655,6655,3455,3455,0,0,1930,1930,5450,1
25052,4.00E+05,1,3,1,53,0,0,0,0,-1,0,15090,4004,17934,5002,21264,10004,29811,70001,58472,84003,101092,20000,0
25053,20000,1,2,1,56,0,0,0,0,0,0,17768,1600,18378,1689,19077,1469,19467,547,19155,500,19098,547,0
25054,5.00E+05,1,1,1,55,3,2,2,2,2,2,4957,0,4957,0,4957,0,4957,0,4957,0,4957,0,1
25055,20000,1,2,2,49,0,0,0,0,-1,-1,18260,1621,19080,1292,18871,1166,17700,390,390,1320,1320,0,1
25056,240000,1,5,1,50,0,0,0,0,0,0,236470,9560,242059,9000,235353,8790,240001,8013,190904,8125,193710,8000,0
25057,210000,1,2,2,52,-2,-2,-2,-2,-2,-1,5649,5425,5398,437,435,19053,18950,6838,6804,59999,59999,214,0
25058,130000,1,2,2,54,0,0,0,0,0,0,89913,3300,90555,5000,93576,4500,95121,2400,64712,2600,66016,2600,0
25059,130000,1,3,2,49,0,0,0,0,0,-1,20678,1610,18956,1808,16172,7014,16898,27,11236,7011,6944,4408,0
25060,360000,1,1,1,49,-1,-1,-2,-2,-1,2,4698,0,-200,0,-200,200,0,5084,5084,0,2500,0,1
25061,50000,1,1,2,55,0,-1,-1,-1,-1,0,11045,3115,3115,7161,7161,5351,5351,791,791,46983,47774,2025,0
25062,5.00E+05,1,1,1,54,-1,-1,2,-1,-1,-1,10287,5084,15123,49,9957,2270,2253,4422,4402,10360,10340,3912,0
25063,130000,1,3,2,54,2,0,0,0,0,0,98285,4300,94075,4300,92857,7400,95351,3600,95525,4000,96980,4000,0
25064,20000,1,3,2,55,0,0,0,0,0,0,19978,1594,18910,1476,18962,1400,19886,380,18978,342,17124,672,1
25065,480000,1,1,1,50,-2,-2,-2,-2,-2,-2,0,8389,8389,6375,6375,1114,1114,0,0,0,0,0,0
25066,240000,1,3,1,50,0,0,0,0,0,0,140233,4754,134223,4873,130372,5033,128921,4204,120048,4509,121292,5009,0
25067,60000,1,2,1,51,0,0,0,0,0,0,60114,1902,54902,1650,46956,3200,40671,1500,38188,1500,38652,1500,0
25068,450000,1,1,1,61,-1,0,0,0,0,0,156875,11000,154853,11000,152936,11000,150996,11000,149094,11000,147297,11000,1
25069,350000,1,3,1,65,-1,-1,-1,-1,-1,-1,188,188,188,187,187,700,698,188,188,183,183,1305,0
25070,130000,1,2,1,48,2,0,0,0,0,0,121409,6000,123106,6592,125614,4000,125451,3000,84103,3062,84436,4000,1
25071,240000,1,1,1,48,0,0,0,0,0,0,234984,9500,234559,11217,240896,4855,135900,4000,135853,3200,127777,3000,0
25072,50000,1,2,2,54,2,0,0,0,0,0,46431,1756,47028,2181,48063,2175,48667,773,17875,638,17699,694,0
25073,60000,1,2,2,53,0,0,0,0,0,0,62038,1579,34845,1998,33598,1304,20904,771,18705,1045,19345,433,0
25074,20000,1,1,2,50,0,0,0,0,0,0,17820,1435,18626,1179,18980,1000,7674,114,5708,98,4899,1874,0
25075,30000,1,2,1,48,0,0,0,0,0,0,26846,1783,27879,1774,28870,1710,27806,1046,25142,1079,25667,1089,0
25076,4.00E+05,1,1,1,48,-2,-2,-2,-2,-2,-2,3173,4265,4265,8427,8403,9096,9096,28896,28896,52196,52196,396,0
25077,4.00E+05,1,1,1,50,0,0,0,0,0,0,16241,1217,14697,1302,12762,1052,13043,510,10137,305,8249,512,0
25078,2.00E+05,1,1,1,48,-1,-1,-1,-1,0,-1,419,419,419,392,392,450,423,400,404,430,415,430,0
25079,260000,1,2,1,50,0,0,0,0,0,0,133208,6400,122199,5744,113462,3756,98146,2600,86452,2500,58846,2000,0
25080,30000,1,1,1,59,-1,-1,-1,-1,-1,0,390,390,390,390,390,1389,1389,3684,3684,0,2744,4794,0
25081,30000,1,1,1,52,0,0,0,0,0,-2,14476,1129,15297,1152,8531,1081,8020,0,-620,0,-620,0,1
25082,270000,1,1,1,54,-1,-1,-1,-1,-1,-1,931,31838,31838,11013,11013,1196,1188,14989,14989,2609,2609,1269,0
25083,260000,1,3,1,48,0,0,0,0,0,0,154927,8000,158848,6000,160654,7100,155059,5300,141570,5000,134143,5000,0
25084,210000,1,2,1,47,1,-1,-1,-2,-2,-2,0,296,296,0,-204,0,-204,0,-204,0,-204,0,0
25085,5.00E+05,1,1,1,51,1,2,2,0,0,0,231300,9838,235865,0,230713,10018,235401,8845,238828,8800,243477,9000,0
25086,50000,1,2,1,49,0,0,0,0,0,0,48321,1839,48890,1640,30272,1901,31080,526,15315,537,15238,577,1
25087,160000,1,1,1,53,0,0,0,0,0,0,205134,1800,46181,1800,47242,1900,48355,2000,49552,1900,50655,2000,0
25088,550000,1,1,1,53,0,0,0,0,0,0,201417,7110,205430,7353,209720,7534,214030,7385,218096,7253,210264,15000,0
25089,330000,1,1,1,54,-2,-2,-2,-2,-2,-2,0,41219,41219,374,374,0,0,15900,15900,8601,8601,38000,0
25090,280000,1,1,1,60,-1,2,2,-2,-1,-1,495,4,109,390,-780,0,-1170,3033,1473,558,558,1320,1
25091,4.00E+05,1,1,1,66,0,0,0,0,0,0,279579,10700,258070,47000,77910,1500,61440,0,44590,0,12270,0,0
25092,3.00E+05,1,1,1,55,0,0,0,0,0,0,127480,4810,130168,6164,134080,6069,126996,4425,127820,4412,130325,4123,0
25093,20000,1,2,1,56,0,0,0,0,0,0,20180,1500,19798,1300,53069,2513,17025,2000,18372,2000,19696,1000,0
25094,280000,1,1,1,39,-1,-1,-1,-1,-1,-1,1585,6416,6416,16387,16387,2981,2967,2644,1087,2644,2644,820,0
25095,4.00E+05,1,3,2,63,-1,-1,-1,-1,0,0,52332,42898,42898,26099,26096,397092,396988,7864,348029,3785,173170,0,0
25096,230000,1,3,1,58,-2,-2,-2,-2,-2,-2,-11,0,-11,2174,2163,0,-40,0,-40,8123,8083,4133,0
25097,20000,1,3,2,53,-1,0,-1,-1,-1,-1,13561,1105,13050,390,390,18280,18280,2880,2880,1600,1600,0,1
25098,50000,1,3,1,55,0,0,-2,-2,-2,-2,30900,0,0,0,0,0,0,0,0,0,0,0,1
25099,480000,1,1,1,66,-1,-1,-1,-1,-1,-1,3820,4665,4665,5473,5367,21284,21222,9088,9083,84804,84804,6285,0
25100,360000,1,5,1,50,1,-2,-2,-2,-2,-2,4767,0,-233,0,-233,0,-233,0,-233,0,-233,0,0
25101,110000,1,3,1,51,-1,-1,-1,0,0,0,2132,1946,1946,27162,27162,2000,26693,812,25243,799,23783,933,0
25102,150000,1,1,1,51,0,0,0,0,0,0,149640,6000,146178,3857,133811,12000,122606,20000,107726,0,1200,14500,0
25103,50000,1,2,1,54,2,2,2,2,0,0,49264,2500,50310,1900,50782,0,49335,1937,50133,2224,51071,2148,1
25104,2.00E+05,1,1,1,54,0,0,-2,-2,-2,-2,205150,0,0,0,0,0,0,0,0,0,0,0,0
25105,110000,1,2,1,49,0,0,0,0,0,0,106264,4400,107417,3600,108803,4138,82231,1000,25687,2000,27266,2000,0
25106,1.00E+05,1,1,1,55,0,0,0,0,0,0,10712,8000,18135,2000,31498,4000,17158,2000,18758,3000,17168,0,0
25107,20000,1,1,2,50,0,0,0,-1,-1,-1,11462,1212,9804,1000,1436,400,363,0,363,0,-417,2000,0
25108,30000,1,2,1,50,0,0,0,0,0,0,28796,1609,25881,5000,28654,3000,29049,3000,27256,3198,27864,2000,0
25109,230000,1,2,1,60,0,0,0,0,0,0,131550,6057,132114,4845,133281,4291,123958,4115,124474,4274,120570,4054,0
25110,50000,1,3,1,50,2,0,0,0,0,0,8917,1468,10080,1494,11106,1497,12109,594,12206,2066,13915,0,1
25111,30000,1,3,2,53,0,0,0,-2,-2,-2,24181,3000,16829,0,0,0,0,0,0,0,0,0,0
25112,50000,1,3,1,55,-1,-1,-1,0,0,0,1344,1200,780,13032,13032,1500,14292,3000,16698,554,15436,2000,0
25113,130000,1,3,1,51,0,0,0,0,0,0,124626,4500,121645,6100,125789,6000,128159,5000,123121,4600,123323,5000,0
25114,50000,1,2,1,57,0,0,0,0,0,0,46540,2770,48520,2100,47875,1300,48110,700,18576,1000,15339,1000,0
25115,360000,1,1,1,58,-1,-1,2,2,-2,-2,1,1001,612,1,223,1,-166,1,-555,1,-944,1,1
25116,50000,1,2,1,56,0,0,0,0,0,0,28358,1416,25278,1471,24713,1147,22379,531,18943,464,15464,451,0
25117,150000,1,1,1,54,-2,-1,-1,-2,-2,-2,4015,501,499,632,-948,0,-1580,1896,316,316,316,782,1
25118,240000,1,2,1,56,-1,-1,-1,-1,-1,-1,390,390,390,780,390,390,390,390,390,390,390,540,0
25119,5.00E+05,1,1,1,51,-1,-1,-1,-1,-1,0,8030,13156,13156,12724,12724,12873,12873,24010,24010,15000,27089,20000,0
25120,170000,1,3,1,61,0,0,0,0,0,0,167535,6000,166521,7000,168824,5000,164597,4000,94094,3500,92177,3600,0
25121,350000,1,1,1,50,0,0,0,0,0,0,93676,3240,91832,5006,88719,4014,87968,3010,84596,3043,82785,5003,0
25122,160000,1,1,1,51,2,0,0,0,2,2,150,1230,1380,1331,1481,2473,2623,0,2457,2500,4912,0,1
25123,220000,1,2,1,50,-2,-2,-2,2,2,-1,0,200,200,0,200,0,200,11326,11326,43100,43100,4257,0
25124,5.00E+05,1,5,1,53,0,0,0,0,0,0,431243,11000,415022,12602,421996,11000,426103,4711,125218,6000,126650,11000,0
25125,460000,1,1,1,51,-1,-1,-1,-1,0,-1,1637,0,-196,4790,4594,1517,1517,0,1517,1306,1306,0,0
25126,50000,1,1,1,50,-1,2,-1,-1,-1,-1,780,0,390,390,390,390,390,390,390,780,780,0,0
25127,740000,1,1,1,50,0,0,0,0,0,0,321279,13000,316083,13200,317219,11000,296560,10000,285912,10000,268257,15000,0
25128,50000,1,3,1,50,-1,-1,-1,-1,-1,-1,7056,2840,2840,1413,1413,2890,2890,4715,4715,1262,1262,5483,0
25129,290000,1,1,1,51,0,0,0,0,0,0,225478,10026,225603,10006,216488,7000,152892,5000,150051,5200,146287,5500,0
25130,320000,1,1,2,57,0,0,0,0,0,0,234704,11000,242324,12000,241384,7500,156047,6200,153955,4600,133407,5000,0
25131,420000,1,1,1,52,-1,-1,-1,-1,-1,-1,11097,16106,16106,10703,10703,14540,14534,20631,20631,17641,17641,11748,0
25132,5.00E+05,1,3,1,50,-1,-1,-1,-1,-1,-1,339,2744,2744,4402,4402,339,339,339,339,339,339,0,0
25133,450000,1,1,1,52,0,0,0,0,0,0,388009,15000,393535,16701,403891,20101,415193,7000,145198,5750,138389,10000,0
25134,120000,1,1,1,54,-2,-2,-2,-2,-2,-2,0,0,0,0,0,7000,7000,0,0,0,0,0,0
25135,80000,1,2,1,56,0,0,0,0,0,0,65186,2800,62938,2340,54748,2009,49857,1793,46429,1700,46247,1812,0
25136,250000,1,3,1,56,-1,-1,-1,-1,-1,-1,6297,8657,8636,23744,17038,5169,5169,14008,12818,2328,2328,17285,0
25137,180000,1,1,1,75,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
25138,260000,1,3,2,52,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,4012,0
25139,20000,1,2,1,52,0,-1,-1,-1,-1,-1,1912,2768,2760,2430,2430,850,850,2430,2430,2530,2530,1570,0
25140,220000,1,3,1,63,-2,-2,-2,-2,-2,-2,1293,496,494,1385,1379,0,-1,273,272,1636,1628,531,0
25141,90000,1,1,1,61,0,0,0,0,0,0,46441,1762,46896,1875,47463,1500,45812,1400,41367,1500,40278,1258,0
25142,210000,1,2,1,75,0,0,0,0,0,0,205601,9700,203957,8810,199882,9000,203776,7300,205901,7500,210006,7600,0
25143,3.00E+05,1,3,1,72,-1,-1,-1,-1,-1,2,4984,756,752,3753,3737,1433,1433,5522,5522,0,3233,27232,0
25144,30000,1,3,1,56,1,7,6,5,4,3,30826,0,30384,0,29656,0,28914,0,28172,0,27444,0,1
25145,90000,1,2,1,55,0,0,0,0,0,0,15019,5000,19740,6000,25382,5000,27132,5000,31675,8000,37900,2000,0
25146,3.00E+05,1,3,1,56,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
25147,5.00E+05,1,1,1,54,2,2,2,0,0,0,518950,39000,539418,0,519267,19000,518741,19000,516139,18000,514975,15000,1
25148,170000,2,2,2,37,-1,-1,0,0,0,0,1499,53705,53705,60000,110465,3908,110503,4000,110776,4010,111080,5510,0
25149,150000,2,3,2,28,0,0,0,0,0,0,100623,4700,101593,4000,101886,4032,101441,3410,100829,4000,101913,3665,0
25150,360000,2,2,2,25,-1,-1,-1,-1,-1,-1,20952,12590,12590,3479,3479,3446,3435,8870,8870,2020,2020,27043,0
25151,70000,2,2,1,46,0,0,0,0,0,0,70349,2600,70068,3700,71318,2600,59665,1200,29510,1200,26738,1000,0
25152,350000,2,1,1,33,-2,-2,-2,-2,-2,-2,6016,4348,4322,5596,5568,9632,9571,6402,6370,9722,9674,24086,0
25153,50000,2,3,1,27,0,0,0,0,0,0,29875,4506,30336,2000,26635,2066,20367,611,15640,500,12269,370,0
25154,50000,2,2,1,27,1,2,2,2,2,2,20293,2000,21657,2000,23012,1000,23338,1000,23658,0,23139,1500,1
25155,70000,2,2,2,26,2,2,2,0,0,0,71862,3500,73594,0,71851,3100,68539,1900,49027,2000,48969,1865,1
25156,30000,2,2,1,24,1,2,2,2,2,2,29654,0,28570,3300,31085,0,29945,2158,30373,0,29476,1100,0
25157,30000,2,3,1,23,0,0,0,0,0,0,26117,1737,27028,1609,27510,1306,27817,1455,28130,857,27141,1087,0
25158,260000,2,2,1,37,1,-1,-1,-1,0,-1,0,312,312,920,920,37686,37686,0,36523,574,574,348,0
25159,30000,2,2,2,22,1,2,2,-1,2,2,22623,10,3019,0,-341,1470,1129,341,1470,0,339,12324,1
25160,240000,2,2,1,34,-2,-1,0,0,0,0,0,2712,2712,90000,92496,3346,95057,2717,96974,2796,98977,2826,0
25161,80000,2,1,2,29,2,2,2,2,2,2,41355,0,40395,3800,43231,0,42236,3400,44924,0,44072,3816,1
